Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
elOAJK,Julius,Jerrolt,Male,13,Indonesia,Orapa Airport,BW,Botswana,AF,Africa,10/16/2022,ORP,Julius Jerrolt,Delayed
Lrc8l0,Karena,Cullerne,Female,83,China,Shark El Oweinat International Airport,EG,Egypt,AF,Africa,12/9/2022,GSQ,Karena Cullerne,Cancelled
NzINyJ,Israel,Deener,Male,48,Paraguay,Las Cruces International Airport,US,United States,NAM,North America,10/12/2022,LRU,Israel Deener,Delayed
cvFeD3,Greggory,Wyllcock,Male,58,China,"Harstad/Narvik Airport, Evenes",NO,Norway,EU,Europe,2/22/2022,EVE,Greggory Wyllcock,On Time
1o0bel,Idaline,Fraanchyonok,Female,35,Japan,Rimatara Airport,PF,French Polynesia,OC,Oceania,3/28/2022,RMT,Idaline Fraanchyonok,Delayed
rPcyAI,Gualterio,Rowthorn,Male,23,Indonesia,Gooding Municipal Airport,US,United States,NAM,North America,8/22/2022,GNG,Gualterio Rowthorn,Cancelled
iCOOvE,Josie,Worcs,Female,44,Philippines,Sindhri Tharparkar Airport,PK,Pakistan,AS,Asia,3/12/2022,MPD,Josie Worcs,On Time
zAP6PI,Janina,Bagby,Female,55,China,Piloto Osvaldo Marques Dias Airport,BR,Brazil,SAM,South America,5/15/2022,AFL,Janina Bagby,Cancelled
8wLdMq,Maryjane,Double,Female,86,Yemen,Vijayanagar Aerodrome (JSW),IN,India,AS,Asia,9/14/2022,VDY,Maryjane Double,Delayed
vKLHl0,Janene,Hurnell,Female,59,Nigeria,Carora Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,11/27/2022,VCR,Janene Hurnell,Cancelled
TGt48h,Marchall,Sawdon,Male,13,Sweden,Lyon-Bron Airport,FR,France,EU,Europe,5/17/2022,LYN,Marchall Sawdon,Delayed
nLmm63,Tiebout,Fitch,Male,51,Sweden,Sandstone Airport,AU,Australia,OC,Oceania,7/9/2022,NDS,Tiebout Fitch,On Time
URjPxV,Esme,Leigh,Female,40,Mongolia,Azaza Airport,SD,Sudan,AF,Africa,4/20/2022,GSU,Esme Leigh,On Time
wltjbz,Annissa,Enterle,Female,32,France,Altus Quartz Mountain Regional Airport,US,United States,NAM,North America,7/1/2022,AXS,Annissa Enterle,Cancelled
xlckud,Andrey,Andreacci,Male,50,Greece,Croisette Heliport,FR,France,EU,Europe,5/8/2022,JCA,Andrey Andreacci,Cancelled
nbaPT6,Ofelia,Elt,Female,25,Czech Republic,Edward F Knapp State Airport,US,United States,NAM,North America,11/25/2022,MPV,Ofelia Elt,On Time
LeWDcO,Lizette,Kendred,Female,22,South Korea,Northeast Alabama Regional Airport,US,United States,NAM,North America,8/30/2022,GAD,Lizette Kendred,Delayed
xvJQsU,Zaneta,Axtell,Female,10,China,Stokmarknes Skagen Airport,NO,Norway,EU,Europe,2/5/2022,SKN,Zaneta Axtell,Cancelled
L7f5MU,Sapphira,Gawke,Female,74,Nigeria,Waskaganish Airport,CA,Canada,NAM,North America,10/19/2022,YKQ,Sapphira Gawke,Delayed
zwzCSN,Krispin,Stubbes,Male,61,Mexico,Ourilândia do Norte Airport,BR,Brazil,SAM,South America,4/18/2022,OIA,Krispin Stubbes,On Time
DgSLyk,Marci,Rebeiro,Female,26,Indonesia,Bonriki International Airport,KI,Kiribati,OC,Oceania,4/21/2022,TRW,Marci Rebeiro,Cancelled
Rqysqa,Melicent,Malimoe,Female,51,Philippines,Sukkur Airport,PK,Pakistan,AS,Asia,5/29/2022,SKZ,Melicent Malimoe,On Time
LgerFa,Granville,Allwell,Male,61,China,New Bight Airport,BS,Bahamas,NAM,North America,10/16/2022,TBI,Granville Allwell,Cancelled
9Ll8JC,Jorie,Dudleston,Female,65,France,Mercedita Airport,PR,Puerto Rico,NAM,North America,3/5/2022,PSE,Jorie Dudleston,Cancelled
ExcS1U,Arnuad,Baggett,Male,60,China,Elkins-Randolph Co-Jennings Randolph Field,US,United States,NAM,North America,9/13/2022,EKN,Arnuad Baggett,On Time
rXFPGz,Blancha,Osbourne,Female,48,Portugal,Fort Simpson Airport,CA,Canada,NAM,North America,3/12/2022,YFS,Blancha Osbourne,On Time
nWoRRe,Jourdan,Kobpac,Female,53,China,Thumrait Air Base,OM,Oman,AS,Asia,8/31/2022,TTH,Jourdan Kobpac,Delayed
TRX7pD,Val,Doret,Male,20,Spain,Tokachi-Obihiro Airport,JP,Japan,AS,Asia,4/28/2022,OBO,Val Doret,Cancelled
0Smv0C,Shirline,Gladwin,Female,77,Cuba,Zhezkazgan Airport,KZ,Kazakhstan,AS,Asia,4/14/2022,DZN,Shirline Gladwin,On Time
DreBzz,Johnna,Glentworth,Female,63,China,Gaspé (Michel-Pouliot) Airport,CA,Canada,NAM,North America,10/14/2022,YGP,Johnna Glentworth,On Time
4dW4xS,Aimee,Manneville,Female,50,Canada,Trenton Mercer Airport,US,United States,NAM,North America,11/14/2022,TTN,Aimee Manneville,On Time
XjDLes,Rona,Earlam,Female,72,China,Pucón Airport,CL,Chile,SAM,South America,6/27/2022,ZPC,Rona Earlam,Delayed
0RDNmq,Alyda,Edridge,Female,48,Brazil,Kyzyl Airport,RU,Russian Federation,AS,Asia,1/22/2022,KYZ,Alyda Edridge,Delayed
xnfiJC,Ruperto,Farquharson,Male,14,China,Dadu West Airport,PK,Pakistan,AS,Asia,5/10/2022,DDU,Ruperto Farquharson,Delayed
rwCi2U,Aimil,Bullick,Female,39,Philippines,Westsound/Wsx Seaplane Base,US,United States,NAM,North America,8/11/2022,WSX,Aimil Bullick,Cancelled
F4sYwY,Tadio,Durden,Male,14,Czech Republic,Napa County Airport,US,United States,NAM,North America,5/9/2022,APC,Tadio Durden,Cancelled
cSCcyf,Devina,Dumbell,Female,51,China,Pisa International Airport,IT,Italy,EU,Europe,4/27/2022,PSA,Devina Dumbell,On Time
JlwkTZ,Zackariah,McDill,Male,43,Poland,Frégate Island Airport,SC,Seychelles,AF,Africa,3/26/2022,FRK,Zackariah McDill,Cancelled
Wz0udZ,Donal,Schimoni,Male,4,Indonesia,Lizard Island Airport,AU,Australia,OC,Oceania,5/4/2022,LZR,Donal Schimoni,Delayed
gVgv7K,Diarmid,Gilder,Male,36,Indonesia,Huizhou Airport,CN,China,AS,Asia,10/10/2022,HUZ,Diarmid Gilder,On Time
BM0o8N,Pyotr,Mott,Male,39,Greece,Dillingham Airport,US,United States,NAM,North America,8/23/2022,DLG,Pyotr Mott,On Time
6125Wd,Mace,Wakerley,Male,14,Indonesia,DeKalb Peachtree Airport,US,United States,NAM,North America,7/2/2022,PDK,Mace Wakerley,On Time
B0yzFp,Querida,Monkton,Female,37,Croatia,Bella Bella/Shearwater Seaplane Base,CA,Canada,NAM,North America,5/26/2022,YSX,Querida Monkton,On Time
wQtiSl,Freddi,Bish,Female,33,Pakistan,Mulatupo Airport,PA,Panama,NAM,North America,11/3/2022,MPP,Freddi Bish,Cancelled
ic90hw,Samuele,Balaison,Male,60,Canada,Muş Airport,TR,Turkey,AS,Asia,3/21/2022,MSR,Samuele Balaison,Delayed
ranteZ,Biron,Ure,Male,28,Argentina,Miskolc Airport,HU,Hungary,EU,Europe,2/2/2022,MCQ,Biron Ure,Cancelled
5it9nU,Care,Shurman,Male,27,Russia,Kigali International Airport,RW,Rwanda,AF,Africa,8/17/2022,KGL,Care Shurman,Cancelled
eRR9EY,Lodovico,Bigley,Male,78,France,Door County Cherryland Airport,US,United States,NAM,North America,1/11/2022,SUE,Lodovico Bigley,Cancelled
F7lASL,Say,Gress,Male,4,China,Dane County Regional Truax Field,US,United States,NAM,North America,11/7/2022,MSN,Say Gress,On Time
0CpdpO,Gusta,Reith,Female,69,Vietnam,Mc Connell Air Force Base,US,United States,NAM,North America,9/29/2022,IAB,Gusta Reith,On Time
xrMEEP,Kiri,Orbell,Female,8,China,Ocala International Airport - Jim Taylor Field,US,United States,NAM,North America,7/2/2022,OCF,Kiri Orbell,Delayed
eyrSot,Maury,Duesberry,Male,19,Indonesia,Easton State Airport,US,United States,NAM,North America,11/6/2022,ESW,Maury Duesberry,On Time
T9MshN,Winnah,Rolfs,Female,62,Indonesia,Grenfell Airport,AU,Australia,OC,Oceania,6/4/2022,GFE,Winnah Rolfs,Cancelled
BCTIgl,Zachery,Haxell,Male,81,Indonesia,Bragado Airport,AR,Argentina,SAM,South America,8/23/2022,QRF,Zachery Haxell,On Time
bmvBpk,Ralina,Nussii,Female,59,Russia,Dillon County Airport,US,United States,NAM,North America,7/20/2022,DLL,Ralina Nussii,Delayed
dFf1Le,Rosamund,Semeradova,Female,77,Albania,Santa Cruz/Graciosa Bay/Luova Airport,SB,Solomon Islands,OC,Oceania,9/13/2022,SCZ,Rosamund Semeradova,Cancelled
rPn4b7,Nahum,Pateman,Male,61,Saudi Arabia,Casa Grande Municipal Airport,US,United States,NAM,North America,11/1/2022,CGZ,Nahum Pateman,Cancelled
QgsLBs,Eyde,Toke,Female,26,China,Port Hope Simpson Airport,CA,Canada,NAM,North America,1/14/2022,YHA,Eyde Toke,Delayed
G44ynZ,Ade,Devine,Male,16,Russia,Itaituba Airport,BR,Brazil,SAM,South America,9/15/2022,ITB,Ade Devine,Delayed
IzEnq0,Kurt,Millberg,Male,70,Germany,RNZAF Base Ohakea,NZ,New Zealand,OC,Oceania,5/15/2022,OHA,Kurt Millberg,Cancelled
yNLu5x,Ivor,Fick,Male,85,Bosnia and Herzegovina,Syracuse Hancock International Airport,US,United States,NAM,North America,7/29/2022,SYR,Ivor Fick,Delayed
MWblQd,Meade,Knightly,Male,9,China,Tauramena Airport,CO,Colombia,SAM,South America,1/4/2022,TAU,Meade Knightly,On Time
XeVKhV,Whitney,Gallop,Male,43,China,Tabuk Airport,SA,Saudi Arabia,AS,Asia,5/26/2022,TUU,Whitney Gallop,Cancelled
0oSXhY,Lawry,Tidswell,Male,70,China,Downtown-Manhattan/Wall St Heliport,US,United States,NAM,North America,6/26/2022,JRB,Lawry Tidswell,On Time
dyNMTC,Stavros,Havenhand,Male,33,Indonesia,Tulcea Airport,RO,Romania,EU,Europe,5/13/2022,TCE,Stavros Havenhand,Cancelled
mpB4o5,Grenville,Cure,Male,39,Philippines,Ilford Airport,CA,Canada,NAM,North America,12/18/2022,ILF,Grenville Cure,Delayed
MiBzwU,Karlens,Schutt,Male,66,China,Samana El Portillo Airport,DO,Dominican Republic,NAM,North America,3/19/2022,EPS,Karlens Schutt,Cancelled
9f1t30,Carol,Buckbee,Female,42,Canada,Mukeiras Airport,YE,Yemen,AS,Asia,10/2/2022,UKR,Carol Buckbee,Cancelled
7N7Zcl,Shandy,MacCook,Female,51,Madagascar,Boende Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,3/19/2022,BNB,Shandy MacCook,Cancelled
g9nNMQ,Hermina,Tassell,Female,82,Portugal,Leesburg International Airport,US,United States,NAM,North America,5/12/2022,LEE,Hermina Tassell,Delayed
i6ERyp,Valentina,Boakes,Female,60,Poland,Laurie River Airport,CA,Canada,NAM,North America,10/14/2022,LRQ,Valentina Boakes,Cancelled
Pr9jog,Evelyn,Saunt,Male,41,United States,Chelyabinsk Balandino Airport,RU,Russian Federation,EU,Europe,9/30/2022,CEK,Evelyn Saunt,Cancelled
LDb0zJ,Gardiner,Hebbron,Male,87,Portugal,Ross River Airport,CA,Canada,NAM,North America,3/4/2022,XRR,Gardiner Hebbron,On Time
TWCu32,Melanie,Morrowe,Female,35,Indonesia,Kullu Manali Airport,IN,India,AS,Asia,7/20/2022,KUU,Melanie Morrowe,On Time
EizRSF,Wally,Dykas,Female,67,China,Estherville Municipal Airport,US,United States,NAM,North America,1/7/2022,EST,Wally Dykas,On Time
Li66BN,Suellen,Sturge,Female,4,Afghanistan,Richards-Gebaur Air Force Base,US,United States,NAM,North America,12/24/2022,GVW,Suellen Sturge,Delayed
SqWYrw,Tiphani,Mewett,Female,35,Georgia,Achutupo Airport,PA,Panama,NAM,North America,8/6/2022,ACU,Tiphani Mewett,Delayed
2PnVvP,Lillian,Prahl,Female,25,Belarus,Raja Haji Fisabilillah International Airport,ID,Indonesia,AS,Asia,6/2/2022,TNJ,Lillian Prahl,Delayed
YgsI5g,Todd,Duffree,Male,20,Sweden,Tengchong Tuofeng Airport,CN,China,AS,Asia,9/16/2022,TCZ,Todd Duffree,On Time
tyI2K6,Ase,Feldon,Male,53,Czech Republic,Naga Airport,PH,Philippines,AS,Asia,11/18/2022,WNP,Ase Feldon,On Time
4et0wu,Cassie,Teasell,Male,70,Egypt,Pokhara Airport,NP,Nepal,AS,Asia,6/10/2022,PKR,Cassie Teasell,Cancelled
xvU4cT,Kim,Dungate,Male,63,Latvia,Hood Airport,NZ,New Zealand,OC,Oceania,5/1/2022,MRO,Kim Dungate,Cancelled
Xyzt7L,Bella,Perrington,Female,42,Greece,Porto Cheli Airport,GR,Greece,EU,Europe,6/13/2022,PKH,Bella Perrington,On Time
hcyzkA,Wilfred,Silcocks,Male,26,China,Feijó Airport,BR,Brazil,SAM,South America,5/14/2022,FEJ,Wilfred Silcocks,On Time
xW8Lo5,Chucho,Riddle,Male,84,Afghanistan,Limpopo Valley Airport,BW,Botswana,AF,Africa,6/6/2022,TLD,Chucho Riddle,On Time
5caS6k,Phylis,Parkinson,Female,1,Slovenia,Fuvahmulah Airport,MV,Maldives,AS,Asia,12/14/2022,FVM,Phylis Parkinson,Delayed
DsurXC,Sasha,Glasscock,Female,69,Albania,Beaumont Municipal Airport,US,United States,NAM,North America,9/1/2022,BMT,Sasha Glasscock,On Time
9anSwl,Bank,Daughtry,Male,57,Philippines,Muskrat Dam Airport,CA,Canada,NAM,North America,2/8/2022,MSA,Bank Daughtry,Delayed
KpPIT4,Fianna,Baudains,Female,8,Libya,San Cristóbal Airport,EC,Ecuador,SAM,South America,8/20/2022,SCY,Fianna Baudains,On Time
FouOXE,Abeu,Dufall,Male,69,Malawi,Shaktoolik Airport,US,United States,NAM,North America,4/20/2022,SKK,Abeu Dufall,On Time
GYvbfe,Ulla,Paris,Female,72,Indonesia,Rio Paranaíba Airport,BR,Brazil,SAM,South America,4/11/2022,0,Ulla Paris,Delayed
WwGax0,Dara,Shreeves,Female,79,El Salvador,Akieni Airport,GA,Gabon,AF,Africa,8/15/2022,AKE,Dara Shreeves,On Time
wBCIzT,Addie,Vreede,Female,32,Czech Republic,Cauquira Airport,HN,Honduras,NAM,North America,9/19/2022,CDD,Addie Vreede,Delayed
8lfGJP,Raphaela,Krates,Female,2,Yemen,Montpellier-Méditerranée Airport,FR,France,EU,Europe,11/25/2022,MPL,Raphaela Krates,Delayed
40GqlM,Annabela,Linden,Female,25,Indonesia,Dalnerechensk Airport,RU,Russian Federation,EU,Europe,4/29/2022,DLR,Annabela Linden,Cancelled
KrsHIC,Devonne,Dysert,Female,35,Tajikistan,Singita Safari Lodge Airport,ZA,South Africa,AF,Africa,4/13/2022,SSX,Devonne Dysert,Cancelled
zG0VcA,Taber,Gohier,Male,5,Ivory Coast,Al Thaurah Airport,SY,Syrian Arab Republic,AS,Asia,11/3/2022,SOR,Taber Gohier,Cancelled
mYbbdr,Uriah,Geldard,Male,50,China,Eduardo Gomes International Airport,BR,Brazil,SAM,South America,2/9/2022,MAO,Uriah Geldard,Cancelled
6VKx5x,Norina,Cluitt,Female,2,Philippines,Cowarie Airport,AU,Australia,OC,Oceania,10/31/2022,CWR,Norina Cluitt,Delayed
0L36vJ,Jennine,Hartzog,Female,81,China,Alpha Airport,AU,Australia,OC,Oceania,9/25/2022,ABH,Jennine Hartzog,On Time
8Tv5rT,Temple,MacGinney,Male,5,Finland,Aneityum Airport,VU,Vanuatu,OC,Oceania,8/24/2022,AUY,Temple MacGinney,Cancelled
MOFCB1,Conroy,Halm,Male,65,Portugal,St Aubin Airport,FR,France,EU,Europe,4/15/2022,DPE,Conroy Halm,On Time
3chhdZ,Lisette,Frascone,Female,47,Colombia,Enejit Airport,MH,Marshall Islands,OC,Oceania,3/6/2022,EJT,Lisette Frascone,Delayed
a1P5qd,Lem,Barsham,Male,41,Ethiopia,Las Vegas Municipal Airport,US,United States,NAM,North America,4/2/2022,LVS,Lem Barsham,Delayed
Icb6ac,Blanca,Goude,Female,76,Argentina,Atikokan Municipal Airport,CA,Canada,NAM,North America,5/7/2022,YIB,Blanca Goude,On Time
DW4pSL,Alleyn,Lamb-shine,Male,58,Japan,Namtu Airport,MM,Myanmar,AS,Asia,6/12/2022,NMT,Alleyn Lamb-shine,Delayed
bcXhwc,Alvie,Kacheler,Male,15,Czech Republic,Pori Airport,FI,Finland,EU,Europe,12/2/2022,POR,Alvie Kacheler,Cancelled
zUelXn,Jodee,Kemitt,Female,54,Mexico,Ambilobe Airport,MG,Madagascar,AF,Africa,4/17/2022,AMB,Jodee Kemitt,Cancelled
NSQ0Fe,Konrad,Cliffe,Male,50,Moldova,Nioro du Sahel Airport,ML,Mali,AF,Africa,9/12/2022,NIX,Konrad Cliffe,Delayed
sWqsvn,Marcela,Ormesher,Female,29,India,Hongyuan Airport,CN,China,AS,Asia,12/3/2022,AHJ,Marcela Ormesher,On Time
gJ2w3x,Calv,Vivers,Male,1,Mexico,Ende (H Hasan Aroeboesman) Airport,ID,Indonesia,AS,Asia,4/7/2022,ENE,Calv Vivers,Cancelled
8d7PuW,Giselle,Lemmens,Female,57,Indonesia,Skwentna Airport,US,United States,NAM,North America,3/10/2022,SKW,Giselle Lemmens,Delayed
dDYqo9,Murial,Kippen,Female,31,Argentina,Niort-Souché Airport,FR,France,EU,Europe,12/22/2022,NIT,Murial Kippen,Cancelled
LyJRrx,Aluin,Olley,Male,88,Hungary,Fazenda Piraguassu Airport,BR,Brazil,SAM,South America,10/6/2022,PBX,Aluin Olley,Delayed
HEuGSA,Linoel,Bachman,Male,80,Bolivia,Danilo Atienza Air Base,PH,Philippines,AS,Asia,8/3/2022,SGL,Linoel Bachman,Delayed
ULqnQo,Peyter,Lill,Male,30,Philippines,Mapoda Airport,PG,Papua New Guinea,OC,Oceania,4/26/2022,MPF,Peyter Lill,Cancelled
4kEuX6,Reynard,Trainer,Male,85,Indonesia,La Plata Airport,AR,Argentina,SAM,South America,7/12/2022,LPG,Reynard Trainer,On Time
2yuaRa,Weber,Gallimore,Male,11,Russia,Mahanoro Airport,MG,Madagascar,AF,Africa,3/18/2022,VVB,Weber Gallimore,Delayed
PXTUWE,Elroy,Keyse,Male,55,Malaysia,El Naranjo Airport,GT,Guatemala,NAM,North America,12/25/2022,ENJ,Elroy Keyse,On Time
6NhcF3,Aurore,Missington,Female,81,Brazil,Piloto Osvaldo Marques Dias Airport,BR,Brazil,SAM,South America,8/23/2022,AFL,Aurore Missington,On Time
0yroPi,Zack,Babonau,Male,24,Poland,Animas Air Park,US,United States,NAM,North America,2/24/2022,AMK,Zack Babonau,Delayed
3NzezF,Donny,Maroney,Male,68,Thailand,Rajahmundry Airport,IN,India,AS,Asia,12/12/2022,RJA,Donny Maroney,Cancelled
rwc6Bd,Hallie,Bortolini,Female,55,Vietnam,Griffiss International Airport,US,United States,NAM,North America,2/24/2022,RME,Hallie Bortolini,Cancelled
hytk7j,Linnea,Billes,Female,51,Thailand,Ontong Java Atoll Airstrip,SB,Solomon Islands,OC,Oceania,12/27/2022,OTV,Linnea Billes,Delayed
1Wl1Ji,Valentine,Kemer,Female,88,Indonesia,Los Banos Municipal Airport,US,United States,NAM,North America,2/23/2022,LSN,Valentine Kemer,Cancelled
IQ9sVq,Marlowe,Riehm,Male,56,China,Bol Airport,TD,Chad,AF,Africa,9/18/2022,OTC,Marlowe Riehm,Delayed
GVJE2P,Rosamond,Spencer,Female,40,Russia,Malolo Lailai Island Airport,FJ,Fiji,OC,Oceania,2/25/2022,PTF,Rosamond Spencer,On Time
K8XbMa,Ladonna,Ames,Female,61,China,Wales Airport,US,United States,NAM,North America,9/15/2022,WAA,Ladonna Ames,On Time
9GHsoK,Mada,Larwood,Female,63,Russia,Tanjung Santan Airport,ID,Indonesia,AS,Asia,4/30/2022,TSX,Mada Larwood,Delayed
oc3IkU,Rosmunda,Tallman,Female,42,Peru,Costa Esmeralda Airport,NI,Nicaragua,NAM,North America,5/24/2022,ECI,Rosmunda Tallman,Cancelled
lsF7GI,Hi,Samsworth,Male,56,Canada,Guthrie-Edmond Regional Airport,US,United States,NAM,North America,12/5/2022,GOK,Hi Samsworth,Cancelled
Vx99Bs,Eberto,Sidney,Male,59,China,Rolpa Airport,NP,Nepal,AS,Asia,11/9/2022,RPA,Eberto Sidney,Delayed
pDbQdT,Mort,Maxstead,Male,74,China,Wilhelmshaven-Mariensiel Airport,DE,Germany,EU,Europe,3/30/2022,WVN,Mort Maxstead,Delayed
gnME7L,Sonya,Crucetti,Female,9,Indonesia,Gordonsville Municipal Airport,US,United States,NAM,North America,11/6/2022,GVE,Sonya Crucetti,On Time
BNkvXx,Waldemar,Conibear,Male,52,Iran,Los Garzones Airport,CO,Colombia,SAM,South America,7/27/2022,MTR,Waldemar Conibear,Cancelled
yhAwhY,Briney,Baldung,Female,66,Armenia,Torembi Airport,PG,Papua New Guinea,OC,Oceania,4/17/2022,TCJ,Briney Baldung,Cancelled
4jsgNV,Fredrick,Bang,Male,76,China,Taylor Airport,US,United States,NAM,North America,3/23/2022,TYZ,Fredrick Bang,On Time
nP1zIX,Lewie,Chewter,Male,84,Sweden,Cowra Airport,AU,Australia,OC,Oceania,4/21/2022,CWT,Lewie Chewter,Cancelled
yk1Y9X,Samaria,Demogeot,Female,71,China,Cancún International Airport,MX,Mexico,NAM,North America,5/19/2022,CUN,Samaria Demogeot,Delayed
Q4rlby,Lew,Flores,Male,88,China,Owen Sound / Billy Bishop Regional Airport,CA,Canada,NAM,North America,10/7/2022,YOS,Lew Flores,On Time
E53W47,Laverne,Blumsom,Female,71,Czech Republic,Sepulot Airport,MY,Malaysia,AS,Asia,1/8/2022,SPE,Laverne Blumsom,Cancelled
4FxXiq,Aguie,Grimditch,Male,82,Thailand,Yushu Batang Airport,CN,China,AS,Asia,11/6/2022,YUS,Aguie Grimditch,Cancelled
cOkAkR,Cordula,Gamon,Female,52,Belarus,Hickory Regional Airport,US,United States,NAM,North America,11/15/2022,HKY,Cordula Gamon,Delayed
7tgtwL,Jaquelyn,Flacknell,Female,85,Czech Republic,Harry Clever Field,US,United States,NAM,North America,1/19/2022,PHD,Jaquelyn Flacknell,Cancelled
23VJla,Joly,Dunsmore,Female,58,China,Guyuan Liupanshan Airport,CN,China,AS,Asia,5/1/2022,GYU,Joly Dunsmore,Delayed
YfV9Xw,Corty,Cratere,Male,9,Italy,Fazenda São João Airport,BR,Brazil,SAM,South America,5/28/2022,0,Corty Cratere,Cancelled
Z6GYPH,Glyn,Coventon,Female,67,Serbia,Astana International Airport,KZ,Kazakhstan,AS,Asia,6/9/2022,TSE,Glyn Coventon,Cancelled
T6Lxq0,Cross,McClean,Male,79,China,Sado Airport,JP,Japan,AS,Asia,2/23/2022,SDS,Cross McClean,Delayed
xgEGgI,Eal,Godfrey,Male,45,Czech Republic,Ilam Airport,IR,"Iran, Islamic Republic of",AS,Asia,5/23/2022,IIL,Eal Godfrey,Cancelled
oUHT62,Thorpe,Dudbridge,Male,86,Nigeria,"Harstad/Narvik Airport, Evenes",NO,Norway,EU,Europe,5/7/2022,EVE,Thorpe Dudbridge,Delayed
O2FUKz,Dario,Stickler,Male,54,Russia,Qayyarah West Airport,IQ,Iraq,AS,Asia,6/19/2022,RQW,Dario Stickler,Delayed
2m8yCz,Jeanie,Bendle,Female,41,China,Big Creek Airport,BZ,Belize,NAM,North America,2/13/2022,BGK,Jeanie Bendle,Delayed
PHEkDJ,Elsworth,Rosling,Male,60,China,L'Espérance Airport,MF,Saint Martin (French part),NAM,North America,8/4/2022,SFG,Elsworth Rosling,Delayed
g6pCvn,Bronson,Belloch,Male,55,China,Pdte. Carlos Ibañez del Campo Airport,CL,Chile,SAM,South America,9/19/2022,PUQ,Bronson Belloch,Delayed
mqwpVu,Amalie,Jeens,Female,51,China,Monroe County Aeroplex Airport,US,United States,NAM,North America,1/25/2022,MVC,Amalie Jeens,Cancelled
LayZrA,Prudy,Couroy,Female,29,Malaysia,Dubai International Airport,AE,United Arab Emirates,AS,Asia,5/19/2022,DXB,Prudy Couroy,Delayed
MAwaP9,Cori,Eglin,Male,36,Indonesia,Yuncheng Guangong Airport,CN,China,AS,Asia,5/9/2022,YCU,Cori Eglin,On Time
aTVKnp,Lydon,Eaton,Male,68,Indonesia,K. D. Matanzima Airport,ZA,South Africa,AF,Africa,9/15/2022,UTT,Lydon Eaton,On Time
J0E54B,Jennine,Endean,Female,65,South Africa,Rae Lakes Airport,CA,Canada,NAM,North America,7/31/2022,YRA,Jennine Endean,Cancelled
w1pns4,Amabel,Winchcomb,Female,68,China,Eagle County Regional Airport,US,United States,NAM,North America,5/10/2022,EGE,Amabel Winchcomb,Delayed
2IsqhQ,Pauli,Boulds,Female,16,Greece,Arly Airport,BF,Burkina Faso,AF,Africa,1/6/2022,ARL,Pauli Boulds,Cancelled
QtAuUr,Jamison,Godon,Male,61,Angola,RAF Wyton,GB,United Kingdom,EU,Europe,6/7/2022,QUY,Jamison Godon,Cancelled
9U5dmE,Walden,Sulter,Male,36,Russia,Tlokoeng Airport,LS,Lesotho,AF,Africa,12/15/2022,TKO,Walden Sulter,On Time
gUmKfG,Quincey,Fahrenbach,Male,12,Canada,Quince Air Base,PE,Peru,SAM,South America,11/4/2022,UMI,Quincey Fahrenbach,Cancelled
URgRiL,Daryl,Pagin,Female,62,Sweden,Harry Stern Airport,US,United States,NAM,North America,1/9/2022,WAH,Daryl Pagin,Cancelled
mzqWgc,Lawry,McNae,Male,6,Vietnam,Lukla Airport,NP,Nepal,AS,Asia,9/29/2022,LUA,Lawry McNae,On Time
3TKRC5,Marcille,Henrot,Female,19,Poland,Dezful Airport,IR,"Iran, Islamic Republic of",AS,Asia,10/10/2022,DEF,Marcille Henrot,Cancelled
bo3Djg,Arman,Lanceter,Male,60,Philippines,Guardiamarina Zañartu Airport,CL,Chile,SAM,South America,4/9/2022,WPU,Arman Lanceter,Cancelled
kLqFVB,Reena,Havenhand,Female,1,Bulgaria,Barra do Corda Airport,BR,Brazil,SAM,South America,10/10/2022,BDC,Reena Havenhand,On Time
4Tms6J,Buckie,Midgley,Male,90,Indonesia,Elfin Cove Seaplane Base,US,United States,NAM,North America,6/25/2022,ELV,Buckie Midgley,On Time
2lM03M,Tuesday,Pettett,Female,24,Russia,Klagenfurt Airport,AT,Austria,EU,Europe,12/3/2022,KLU,Tuesday Pettett,Cancelled
lCBTeF,Sauveur,Faivre,Male,63,Brazil,Sadiq Abubakar III International Airport,NG,Nigeria,AF,Africa,5/28/2022,SKO,Sauveur Faivre,On Time
UqQLqE,Myer,Trusler,Male,88,Venezuela,Port Harcourt International Airport,NG,Nigeria,AF,Africa,1/21/2022,PHC,Myer Trusler,Cancelled
suBx0d,Timi,Romi,Female,49,Peru,Temora Airport,AU,Australia,OC,Oceania,5/28/2022,TEM,Timi Romi,Cancelled
bzx8ku,Nicolis,Chumley,Male,20,Colombia,Floyd Bennett Memorial Airport,US,United States,NAM,North America,11/4/2022,GFL,Nicolis Chumley,Cancelled
VDqSha,Eydie,Sebright,Female,38,China,Port Meadville Airport,US,United States,NAM,North America,6/22/2022,MEJ,Eydie Sebright,Cancelled
rINkXu,Templeton,Jozefiak,Male,24,Argentina,Zhukovsky International Airport,RU,Russian Federation,EU,Europe,6/18/2022,ZIA,Templeton Jozefiak,Cancelled
zXR4Kd,Cole,Iffe,Male,78,Czech Republic,Gimhae International Airport,KR,"Korea, Republic of",AS,Asia,12/10/2022,PUS,Cole Iffe,Delayed
